time,t2m_mean_C,t2m_max_C,t2m_min_C,rh_mean,rh_max,rh_min,wind_mean,wind_max,wind_min
2013-01-01 09:00:00,8.726057397073816,13.331512,4.9760437,26.145331775820015,36.60821,13.368412,1.631626610007511,2.4222236,0.6310509
2013-01-02 09:00:00,9.47530654607209,14.736298,6.360077,18.54759251829062,24.510246,12.581752,3.0753723601495926,5.095785,1.47317
2013-01-03 09:00:00,12.194722027931789,16.585022,8.465881,14.541972310126653,17.79628,11.339249,2.0582052709374503,3.0163333,0.27362666
2013-01-04 09:00:00,13.57512504711275,18.408905,9.721405,9.498703680618943,12.885045,6.2934494,2.137749688324757,2.9843562,0.5783302
2013-01-05 09:00:00,12.512025012688866,16.804047,9.356781,11.381406999965488,19.031374,4.466387,1.3015457759804938,2.0079935,0.21626617
2013-01-06 09:00:00,12.903634515936744,16.437378,10.72644,17.23597418390431,22.184004,13.332441,1.2062102705663627,2.1748006,0.5239331
2013-01-07 09:00:00,9.557375712645637,13.6362,6.3862,30.032279461838694,39.77766,19.347973,1.6533070603831803,2.9306731,0.9722406
2013-01-08 09:00:00,14.56050390221219,18.158234,11.810455,16.586131644722116,21.026028,12.748684,1.812390163696756,2.8653698,0.14218342
2013-01-09 09:00:00,17.472893658738997,20.72818,14.933258,26.639058113466504,30.65207,21.897991,1.3511369194123237,2.1385155,0.33001
2013-01-10 09:00:00,15.139383752601248,16.795319,12.611725,30.026528360483887,40.207306,15.725115,2.0110456758903825,4.978065,0.11739652
2013-01-11 09:00:00,6.859775897421628,12.631989,1.3839417,35.7191667101699,66.80829,10.461992,3.6233818306565,7.003381,1.9856735
2013-01-12 09:00:00,5.861236801057373,12.177429,0.66641235,34.62032053372642,47.532516,27.052046,1.8861746643985366,2.7247198,1.0743573
2013-01-13 09:00:00,6.711125276533892,12.113983,2.2546082,22.077650327362523,31.622595,17.486073,1.3876905729686477,2.0258489,0.6404324
2013-01-14 09:00:00,6.574212787158274,12.04007,1.811554,18.579869272525148,26.934011,9.543386,2.176026043949158,3.2290826,1.0849353
2013-01-15 09:00:00,6.120435246011539,12.561951,2.4920654,19.40421682967786,22.257565,17.185356,2.3254449514832656,3.2665305,1.2236096
2013-01-16 09:00:00,10.370692282572293,15.372467,7.495514,25.182031754634334,29.223347,21.22645,2.1271816633450995,3.342039,0.60554457
2013-01-17 09:00:00,14.089366064805063,19.109894,11.165985,12.910324325439095,19.380785,6.244914,2.752780227942633,4.088216,0.62853444
2013-01-18 09:00:00,17.215256904846512,24.222015,12.940765,13.441757218507172,16.415161,11.727661,2.6597831646723082,3.7431984,0.5145995
2013-01-19 09:00:00,17.22039273294439,24.213654,12.809357,10.303966714217035,13.739665,7.0014806,2.638515573243201,3.659716,0.4411753
2013-01-20 09:00:00,19.023412969386243,25.75885,14.573303,9.06727913898188,11.254584,6.6628532,2.2764908476296126,3.216726,0.56395507
2013-01-21 09:00:00,18.96155790229318,25.642822,14.570557,8.680777716589935,11.330001,6.3737774,2.2639682641817553,3.1132903,0.90434235
2013-01-22 09:00:00,20.04325026166748,26.14264,16.035217,7.653307364316145,9.131756,6.194256,2.044127750029128,2.9170055,0.5686875
2013-01-23 09:00:00,20.087301869410055,25.200897,15.513397,10.323445410924764,13.243353,7.9832134,1.3878562859796575,2.60057,0.4418098
2013-01-24 09:00:00,19.12263314992049,22.118134,15.983368,23.746954077660583,29.336441,17.516129,1.0085486806425414,1.8670171,0.36985275
2013-01-25 09:00:00,14.026031681259838,18.246765,10.479187,75.15751918803669,79.84652,70.38942,1.7353419018466922,2.585646,0.9768222
2013-01-26 09:00:00,12.974615296508546,16.85138,9.916809,80.89826511155283,92.19526,68.855415,1.3350436249197164,1.6736354,0.9667174
2013-01-27 09:00:00,13.764639144392163,16.08078,11.276093,68.4364677567401,88.61354,27.618126,2.408685383165581,4.228467,1.249284
2013-01-28 09:00:00,9.0760601590016,14.241608,4.794342,44.0181409206073,66.84513,26.277227,2.5061039289742477,4.412309,0.5223985
2013-01-29 09:00:00,9.70800828665466,14.517242,6.974884,41.14238610751562,58.700806,30.56749,2.0633043206952255,3.5801911,0.6983541
2013-01-30 09:00:00,12.714522899189888,14.613647,10.621124,34.113123077975175,41.298283,28.606384,1.036097096776769,1.8358169,0.31052577
2013-01-31 09:00:00,16.25679372411912,18.798126,13.79422,27.438634919573577,32.062923,20.563377,1.0651178005170725,1.5981479,0.27644688
2013-02-01 09:00:00,17.323135928281317,21.236267,13.673767,22.909592271218763,30.918652,16.170912,1.3717261625788062,2.205437,0.5802144
2013-02-02 09:00:00,18.085626244637638,20.328156,16.300812,23.24963598249221,29.043076,16.74649,1.265887718831607,1.9318516,0.7182921
2013-02-03 09:00:00,17.777019709826334,20.657166,14.674744,25.089514837316965,30.662224,20.22863,1.3923602561741406,1.9296939,0.5299065
2013-02-04 09:00:00,17.715458516669116,21.828583,13.318817,29.475800540390207,35.538315,16.756634,1.2488782888549448,2.0958502,0.3806805
2013-02-05 09:00:00,17.238098085769877,19.340698,14.871948,22.300632214452616,29.428028,14.188392,0.9400533687057429,1.9838806,0.15026982
2013-02-06 09:00:00,14.755909805681085,18.59665,13.383759,26.01601046529326,39.74904,10.867256,1.7126865976518202,4.4367275,0.13722084
2013-02-07 09:00:00,15.274029591301542,17.118317,12.108551,16.24853922976539,29.033218,10.978532,0.9611972441115266,1.8841043,0.24848334
