time,t2m_mean_C,t2m_max_C,t2m_min_C,rh_mean,rh_max,rh_min,wind_mean,wind_max,wind_min
2013-01-01 09:00:00,-0.12378705360447384,2.9838562,-3.6157532,36.861516312936445,57.619728,23.713478,1.1918687014527278,2.7519164,0.32109347
2013-01-02 09:00:00,-0.6120991403627158,2.9179382,-5.085968,26.814948146650813,57.385723,14.946156,1.7676797365113595,3.4174535,0.49869528
2013-01-03 09:00:00,1.4521839626058295,5.458069,-3.1200562,29.95031381631763,56.396343,14.70103,1.8055135039533077,2.590066,0.5125052
2013-01-04 09:00:00,2.7703179564460356,6.498749,-1.5071106,47.68061664402492,66.855865,37.30899,1.0112569124162307,2.0036952,0.17947944
2013-01-05 09:00:00,4.233359443363213,8.136078,-0.75845337,46.01969929691325,62.14998,38.43904,1.440938725920213,2.1183574,0.21917121
2013-01-06 09:00:00,1.2255781396283965,5.361206,-1.6798096,70.80649340820412,81.885605,53.57463,0.6640795878111925,1.6108906,0.111396186
2013-01-07 09:00:00,3.0800719090157713,5.7183533,0.5170593,61.50392525240823,77.38945,41.82032,0.8048409908772884,1.9733942,0.22270624
2013-01-08 09:00:00,3.9998118144367254,5.81839,2.2811584,64.48137348486755,86.218544,40.63394,0.8729641329483434,2.203434,0.20079891
2013-01-09 09:00:00,6.198134644039158,9.304352,2.5921936,50.19546240923538,67.56205,38.050335,1.6978107480745215,3.1646185,0.24754792
2013-01-10 09:00:00,0.36780114964062705,2.3382874,-1.3218689,78.42768356542193,88.74888,68.897316,1.737837448846518,3.2270205,0.9344358
2013-01-11 09:00:00,-1.2009365762280027,1.3565979,-4.9812927,73.80658976387409,93.04673,58.032875,2.0839728005555567,4.3217063,1.3058976
2013-01-12 09:00:00,-0.9961283514615502,1.7340698,-5.2366333,48.827377729645704,73.04033,20.563765,1.0139431669131747,1.9429177,0.15320235
2013-01-13 09:00:00,-1.8030043870730879,1.9030457,-7.124298,34.675427414325,50.81791,17.802479,1.2792004352305684,2.60331,0.3413028
2013-01-14 09:00:00,-2.3248880725703316,3.1513977,-9.467743,34.276001527578515,53.823486,22.851475,1.3998884621643102,2.827137,0.10249078
2013-01-15 09:00:00,3.104094170296605,6.800232,-3.3306274,27.942153490573542,56.728325,12.338714,1.3286576974778521,3.0740757,0.23531799
2013-01-16 09:00:00,5.164369787277224,8.46817,0.16543579,18.760292366608105,38.738167,7.2186375,1.692802979697378,3.4559853,0.32769883
2013-01-17 09:00:00,6.2446526312256765,10.184113,1.7661438,15.244454033951227,42.494915,4.8449054,1.86137407720575,3.7950685,0.25285807
2013-01-18 09:00:00,6.315550216859549,9.179047,1.966156,15.854132417104799,44.177193,6.9034424,1.7322173209218799,3.521555,0.15326697
2013-01-19 09:00:00,4.9542398499630735,8.21756,-0.016815186,13.911083777259124,36.962322,5.243668,1.6563671890244556,3.4563909,0.22879365
2013-01-20 09:00:00,4.977151881764371,8.475647,-0.78411865,12.586968508044256,35.840523,4.2409782,1.5602396385437827,3.2867148,0.35060146
2013-01-21 09:00:00,6.068847117804694,9.842041,1.1604004,11.896246390580421,36.970627,3.1344252,1.6582496290970115,3.444823,0.29535294
2013-01-22 09:00:00,8.553325473228483,12.123108,4.2539673,17.405947125268472,39.955975,6.588787,1.588175979256817,2.3774161,0.43221653
2013-01-23 09:00:00,6.28625410169218,8.624725,3.4352722,24.14974610978848,56.95587,10.658995,2.1264140679611208,3.4350011,0.36185554
2013-01-24 09:00:00,4.726573320935245,6.0160217,2.9867249,86.51329463247824,95.790955,75.02394,1.2778568156464742,2.8994138,0.09420763
2013-01-25 09:00:00,6.031581424624562,9.147156,4.123352,81.96399901229455,87.19735,74.362076,1.0522731384405524,1.886782,0.16672723
2013-01-26 09:00:00,6.504494353062739,8.279114,3.8650513,83.33147912104621,96.97858,66.94733,1.2488928664901755,1.968495,0.7533269
2013-01-27 09:00:00,3.171190625945883,5.6003113,0.70773315,62.14984046780634,85.97873,45.222916,1.6942064812333948,2.8801677,0.74625444
2013-01-28 09:00:00,2.232072604512041,4.2728577,-1.1021423,59.80912739472476,95.26932,39.366974,1.9518052961087227,3.4893599,1.2155361
2013-01-29 09:00:00,2.9311511578507066,5.32193,-0.51986694,80.38800222966942,96.14171,62.048462,2.4046868125931358,5.287881,1.1589708
2013-01-30 09:00:00,5.416783939876666,8.351593,2.304718,48.68034827117888,74.23578,18.636234,1.4307660798328863,2.7104547,0.28513816
2013-01-31 09:00:00,9.46260061770164,13.036407,5.4582825,39.01807950822066,64.13073,9.938376,1.0578804536943032,2.374526,0.2533556
2013-02-01 09:00:00,8.446731093954327,9.896423,4.9628296,33.11548244846158,57.00685,13.329421,1.0651544171660083,2.1027575,0.19480065
2013-02-02 09:00:00,9.668033162371785,13.103546,6.070343,29.750737033736165,45.473053,18.712433,1.1466120238898578,2.0782616,0.032026757
2013-02-03 09:00:00,8.343600112683134,10.205994,5.7528687,35.38573441874465,54.119255,22.84935,0.7926883213698335,1.5425161,0.07274149
2013-02-04 09:00:00,9.987168718281225,11.084442,7.740692,28.294059249170047,43.6554,15.057848,0.5783686728629643,1.5632775,0.16623935
2013-02-05 09:00:00,9.131243421353076,11.909058,5.6102295,38.379956826653405,56.395424,14.723548,1.7369252339528,2.5105824,0.8738849
2013-02-06 09:00:00,4.785675862077312,7.0243835,2.827118,72.72124800410101,87.98054,60.699287,0.8626362718993074,1.8582361,0.2605589
2013-02-07 09:00:00,7.392388967143745,10.532379,4.792145,53.66022939652033,82.1243,38.920944,2.121700066925043,3.5972774,1.2210295
2013-02-08 09:00:00,1.7062157153794146,4.8499146,-0.77508545,62.08817435267218,78.2057,44.568985,1.2303809188655883,2.0483427,0.6720142
2013-02-09 09:00:00,2.4599681160559044,4.9673157,-0.6654968,43.24042122418232,71.62943,29.977085,2.40114773868961,3.8381317,1.4131585
2013-02-10 09:00:00,5.4428700302541415,8.671722,1.2049255,51.33580738183793,66.76377,34.994236,1.6882076723551533,2.5558918,0.6056618
2013-02-11 09:00:00,7.445691435901324,11.438568,2.82724,41.60119356852888,51.12887,25.667583,1.4735409982126972,2.3500285,0.4653472
2013-02-12 09:00:00,8.889560314036203,12.347321,4.66568,47.7942126740447,65.96604,27.532452,1.7142601433086233,2.565524,0.6931081
2013-02-13 09:00:00,8.161956515090424,11.351715,4.869293,56.71511492301621,71.73514,36.93423,1.3394481490037013,2.4059083,0.36138833
2013-02-14 09:00:00,11.875665810037333,14.748932,7.6688538,58.070278047255,69.7852,39.596287,1.604528868628812,2.523096,0.56536734
2013-02-15 09:00:00,11.250786592287682,14.80777,6.686676,34.31212398801274,51.044506,20.9781,1.6925759242612355,3.0541158,0.42019925
